date,closing,adjusted,evolution,quantity,volume
2021-11-15,1304.0,1304.0,0.31,1.0,1304.0
2021-11-16,1300.0,1300.0,-0.31,1.0,1300.0
2021-11-17,1280.0,1280.0,-1.54,1000.0,1280000.0
2021-11-19,1299.0,1299.0,1.48,1.0,1299.0
2021-11-22,1324.0,1324.0,1.92,3.0,3972.0
2021-11-23,1325.0,1325.0,0.08,1.0,1325.0
2021-11-24,1325.0,1325.0,0.0,1.0,1325.0
2021-11-25,1325.0,1325.0,0.0,1.0,1325.0
2021-11-26,1325.0,1325.0,0.0,1.0,1325.0
2021-11-29,1325.0,1325.0,0.0,1.0,1325.0
2021-11-30,1325.0,1325.0,0.0,1.0,1325.0
2021-12-01,1091.0,1091.0,0.09,1.0,1091.0
2021-12-02,1172.0,1172.0,0.77,1.0,1172.0
2021-12-03,1148.0,1148.0,0.0,123.0,141204.0
2021-12-04,1162.0,1162.0,0.0,1.0,1162.0
2021-12-05,1200.0,1200.0,0.84,1.0,1200.0
2021-12-07,1225.0,1225.0,0.0,1.0,1225.0
2021-12-08,1246.0,1246.0,0.0,1.0,1246.0
2021-12-10,1260.0,1260.0,0.0,1.0,1260.0
2021-12-11,1300.0,1300.0,-4.41,3032.0,3942722.0
2021-12-13,1319.0,1319.0,0.0,1.0,1319.0
2021-12-14,1319.0,1319.0,0.0,1.0,1319.0
2021-12-15,1319.0,1319.0,0.0,1.0,1319.0
2021-12-16,1319.0,1319.0,0.0,1.0,1319.0
2021-12-17,1319.0,1319.0,0.0,1.0,1319.0
2021-12-20,1319.0,1319.0,0.0,1.0,1319.0
2021-12-21,1319.0,1319.0,0.0,1.0,1319.0
2021-12-22,1319.0,1319.0,0.0,1.0,1319.0
2021-12-23,1319.0,1319.0,0.0,1.0,1319.0
2021-12-24,1319.0,1319.0,0.0,1.0,1319.0
2021-12-27,1319.0,1319.0,0.0,1.0,1319.0
2021-12-28,1344.0,1344.0,1.9,19.0,25536.0
2021-12-29,1370.0,1370.0,1.93,20.0,27400.0
2021-12-30,1290.0,1290.0,-5.84,104.0,142044.0
2021-12-31,1360.0,1360.0,5.43,20.0,26675.0
